CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE.DESCRIPTION,INSPECTION.DATE,ACTION,VIOLATION.CODE,VIOLATION.DESCRIPTION,CRITICAL.FLAG,SCORE,GRADE,GRADE.DATE,RECORD.DATE,INSPECTION.TYPE,add,lon,lat,geoAddress
41471148,TALLGRASS BURGER,MANHATTAN,214,1 AVENUE,10009,2122532990,Hamburgers,1/30/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,1/30/17,9/27/17,Cycle Inspection / Initial Inspection,214 1 AVENUE,-73.982879,40.730414,"214 1st avenue, new york, ny 10009, usa"
41151521,GOOD DISH CAFE,MANHATTAN,754,5 AVENUE,10019,2128728709,American,12/7/15,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,12/7/15,9/27/17,Cycle Inspection / Initial Inspection,754 5 AVENUE,-73.9737371,40.7635948,"754 5th ave, new york, ny 10019, usa"
41524599,OFICINA LATINA,MANHATTAN,24,PRINCE STREET,10012,6463812555,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/23/16,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,10,A,2/23/16,9/27/17,Cycle Inspection / Initial Inspection,24 PRINCE STREET,-73.9946313,40.7227416,"24 prince st, new york, ny 10012, usa"
40399334,ACAPPELLA RESTAURANT,MANHATTAN,1,HUDSON STREET,10013,2122400163,Italian,10/27/15,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27,,,9/27/17,Cycle Inspection / Initial Inspection,1 HUDSON STREET,-74.0094423,40.7158187,"1 hudson st, hudson, ny 12534, usa"
50003382,DAVIO'S NORTHERN ITALIAN STEAKHOUSE,MANHATTAN,447,LEXINGTON AVENUE,10017,2126614810,Italian,8/28/17,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,26,,,9/27/17,Cycle Inspection / Initial Inspection,447 LEXINGTON AVENUE,-73.9744989,40.7529777,"447 lexington ave, new york, ny 10017, usa"
41444879,GRAND BO KY RESTAURANT,MANHATTAN,214216,GRAND STREET,10013,2122199228,Chinese,9/15/17,Violations were cited in the following area(s).,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65í‰Œ_ F or above within 2 hours.,Critical,25,Z,9/15/17,9/27/17,Cycle Inspection / Re-inspection,214216 GRAND STREET,-73.9914517,40.7174309,"grand st, new york, ny, usa"
40681411,JOE'S SHANGHAI RESTAURANT,MANHATTAN,24,WEST   56 STREET,10019,2123333868,Chinese,1/26/16,Violations were cited in the following area(s).,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Critical,27,,,9/27/17,Cycle Inspection / Initial Inspection,24 WEST   56 STREET,-80.2838115,25.8731628,"24 w 56th st, hialeah, fl 33012, usa"
50018106,ONCE UPON A TART,MANHATTAN,135,SULLIVAN ST,10012,2123878869,American,8/6/15,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,12,A,8/6/15,9/27/17,Cycle Inspection / Re-inspection,135 SULLIVAN ST,-74.001887,40.7267243,"135 sullivan st, new york, ny 10012, usa"
41098126,WICHCRAFT,MANHATTAN,397,GREENWICH STREET,10013,2127800577,Sandwiches,12/16/13,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,16,,,9/27/17,Cycle Inspection / Initial Inspection,397 GREENWICH STREET,-74.0097825,40.7206009,"397 greenwich st, new york, ny 10013, usa"
41684697,THE STAND,MANHATTAN,239,3 AVENUE,10003,2126772600,American,1/30/17,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,10,A,1/30/17,9/27/17,Cycle Inspection / Re-inspection,239 3 AVENUE,-73.9850184,40.6784113,"239 3rd ave, brooklyn, ny 11215, usa"
41311907,KENNEDY FRIED CHICKEN,MANHATTAN,1774,LEXINGTON AVENUE,10029,2129965719,Chicken,1/9/15,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140í‰Œ_ F.,Critical,24,,,9/27/17,Cycle Inspection / Initial Inspection,1774 LEXINGTON AVENUE,-73.9444258,40.7950652,"1774 lexington ave, new york, ny 10029, usa"
41277107,PRET A MANGER,MANHATTAN,425,MADISON AVENUE,10017,6465270020,Sandwiches,9/19/14,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,9/19/14,9/27/17,Cycle Inspection / Initial Inspection,425 MADISON AVENUE,-73.9758958,40.7569598,"425 madison ave, new york, ny 10017, usa"
41326368,EET,MANHATTAN,75,VARICK STREET,10013,6465369175,American,7/8/14,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,15,,,9/27/17,Cycle Inspection / Initial Inspection,75 VARICK STREET,-74.0068431,40.7234145,"75 varick st, new york, ny 10013, usa"
41457352,CHERCHE MIDI,MANHATTAN,282,BOWERY,10012,2122263179,Pizza/Italian,9/27/16,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12,A,9/27/16,9/27/17,Cycle Inspection / Re-inspection,282 BOWERY,-73.9929992,40.7239624,"282 bowery, new york, ny 10012, usa"
41475945,SZECHUAN GOURMET,MANHATTAN,242,WEST   56 STREET,10019,2122652226,Chinese,9/24/15,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,22,B,9/24/15,9/27/17,Cycle Inspection / Re-inspection,242 WEST   56 STREET,-74.0143224,40.7846218,"200-298 56th st, west new york, nj 07093, usa"
41171181,169 BAR,MANHATTAN,169,EAST BROADWAY,10002,9175772077,American,5/22/16,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,27,,,9/27/17,Inter-Agency Task Force / Initial Inspection,169 EAST BROADWAY,-73.98976,40.713838,"169 e broadway, new york, ny 10002, usa"
50003131,CHATIME,MANHATTAN,858,LEXINGTON AVENUE,10065,2129888878,Cafí€Œ©/Coffee/Tea,1/27/16,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,13,A,1/27/16,9/27/17,Cycle Inspection / Re-inspection,858 LEXINGTON AVENUE,-73.9658281,40.7658115,"858 lexington ave, new york, ny 10065, usa"
40943754,PRINTON 56,MANHATTAN,50,WEST   56 STREET,10019,2122450056,American,12/9/15,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,21,B,12/9/15,9/27/17,Cycle Inspection / Re-inspection,50 WEST   56 STREET,-97.5136681,35.4093977,"98-2 sw 56th st, oklahoma city, ok 73109, usa"
50018602,LITTLE VINCENT'S PIZZA,MANHATTAN,1399,2ND AVE,10021,2122490120,Pizza/Italian,2/10/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140í‰Œ_ F.,Critical,10,A,2/10/17,9/27/17,Cycle Inspection / Initial Inspection,1399 2ND AVE,-73.9581557,40.7694243,"1399 2nd ave, new york, ny 10021, usa"
50067304,NOLLETTI,MANHATTAN,550,MADISON AVE,10022,2018953765,Cafí€Œ©/Coffee/Tea,8/10/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,8/10/17,9/27/17,Pre-permit (Operational) / Initial Inspection,550 MADISON AVE,-73.9734917,40.7614778,"550 madison ave, new york, ny 10022, usa"
50037179,NORTH VILLAGE DELI,MANHATTAN,78,8TH AVE,10011,2122290887,American,7/14/15,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,22,B,7/14/15,9/27/17,Pre-permit (Operational) / Re-inspection,78 8TH AVE,-74.0024528,40.7394869,"78 8th ave, new york, ny 10011, usa"
50058576,MANDOLINO,MANHATTAN,137,E 13TH ST,10003,2124771535,Pizza/Italian,1/12/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,44,,,9/27/17,Pre-permit (Non-operational) / Initial Inspection,137 E 13TH ST,-87.6228301,41.8657931,"125-199 e 13th st, chicago, il 60605, usa"
41431868,SHANGHAI CHINESE RESTAURANT,MANHATTAN,1388,2 AVENUE,10021,2122888066,Chinese,8/22/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,,,9/27/17,Cycle Inspection / Initial Inspection,1388 2 AVENUE,-73.9584041,40.7683119,"1388 2nd ave, new york, ny 10021, usa"
41643863,CATA,MANHATTAN,245,BOWERY ST,10002,2125052282,Spanish,4/7/15,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,17,,,9/27/17,Cycle Inspection / Initial Inspection,245 BOWERY ST,-73.9927918,40.7226288,"245 bowery, new york, ny 10002, usa"
41387224,B AND B RESTAURANT,MANHATTAN,165,WEST   26 STREET,10001,6464298174,African,2/13/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,30,,,9/27/17,Cycle Inspection / Initial Inspection,165 WEST   26 STREET,-86.1604918,39.8042866,"165 w 26th st, indianapolis, in 46208, usa"
50002130,FRESH & CO,MANHATTAN,425,PARK AVENUE SOUTH,10016,2122337374,Salads,12/8/14,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,12/8/14,9/27/17,Cycle Inspection / Initial Inspection,425 PARK AVENUE SOUTH,-95.0583608,46.918221,"425 park ave s, park rapids, mn 56470, usa"
50066830,BLUE RIBBON SUSHI BAR,MANHATTAN,30,ROCKEFELLER PLZ,10112,2129370204,Japanese,7/19/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11,Not Yet Graded,,9/27/17,Pre-permit (Non-operational) / Initial Inspection,30 ROCKEFELLER PLZ,-73.9799726,40.7593755,"rockefeller plaza, 45 rockefeller plaza, new york, ny 10111, usa"
41264071,CAFE CORTADITO,MANHATTAN,210,EAST    3 STREET,10009,2126143080,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/12/16,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,11,A,5/12/16,9/27/17,Cycle Inspection / Re-inspection,210 EAST    3 STREET,-118.1906398,33.7702573,"210 e 3rd st, long beach, ca 90802, usa"
41054695,PICANTE MEXICAN BAR AND GRILL RESTAURANT,MANHATTAN,3424,BROADWAY,10031,2122346479,Mexican,8/21/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,21,Z,8/21/17,9/27/17,Cycle Inspection / Re-inspection,3424 BROADWAY,-73.9527882,40.8227038,"3424 broadway, new york, ny 10031, usa"
50002603,SEABIRD,MANHATTAN,361,6TH AVE,10014,2124149500,Seafood,12/22/14,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,12/22/14,9/27/17,Cycle Inspection / Re-inspection,361 6TH AVE,-74.000832,40.732327,"361 6th ave, new york, ny 10014, usa"
40873138,WIMPY'S RESTAURANT,MANHATTAN,1822,AMSTERDAM AVENUE,10031,2122818989,American,4/23/15,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,52,,,9/27/17,Cycle Inspection / Initial Inspection,1822 AMSTERDAM AVENUE,-73.9453752,40.828686,"1822 amsterdam ave, new york, ny 10031, usa"
50033167,LA VILLETTA,MANHATTAN,398,E 52ND ST,10022,2128290003,Italian,6/7/16,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,NA,,,9/27/17,Administrative Miscellaneous / Initial Inspection,398 E 52ND ST,-73.9650348,40.754899,"398 e 52nd st, new york, ny 10022, usa"
50018271,MOONSTRUCK (IN BELLEVUE),MANHATTAN,462,1ST AVE,10016,6466495304,American,8/20/15,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,,,9/27/17,Cycle Inspection / Compliance Inspection,462 1ST AVE,-73.9754977,40.739217,"462 1st avenue, new york, ny 10016, usa"
50007035,THE GANDER BAR ROOM AND RESTAURANT,MANHATTAN,15,W 18TH ST,10011,2122299500,American,12/20/16,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,25,,,9/27/17,Cycle Inspection / Initial Inspection,15 W 18TH ST,-73.9928086,40.7391552,"15 w 18th st, new york, ny 10011, usa"
50059666,JUICY CUBE,MANHATTAN,166,W 72ND ST,10023,2127992888,"Juice, Smoothies, Fruit Salads",2/27/17,Violations were cited in the following area(s).,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",Not Critical,NA,,,9/27/17,Administrative Miscellaneous / Initial Inspection,166 W 72ND ST,-73.9812386,40.7781391,"166 w 72nd st, new york, ny 10023, usa"
50015671,LUCKY'S CAFE & RESTAURANT,MANHATTAN,591,1ST AVE,10016,2126833111,American,10/29/14,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,23,,,9/27/17,Pre-permit (Operational) / Initial Inspection,591 1ST AVE,-73.9739339,40.7437011,"591 1st avenue, new york, ny 10016, usa"
